uniprot_id;protein_class;l3;l4;l5
O15530;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase PDK1 subfamily
O43283;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase MLK family
O43293;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase DAPK family
O43318;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase MLK family
O43353;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase RIPK family
O43781;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase DYRK family
O60285;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK1 family
O60674;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase JakA family
O60674;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase JakB family
O75116;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase DMPK family
O75385;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase ULK family
O75582;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase RSK family
O75582;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase RSKb family
O75676;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase RSK family
O75676;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase RSKb family
O75716;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase NAK family
O75914;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
O76039;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase CDKL family
O94768;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase DAPK family
O94804;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
O94806;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase PKD family
O94921;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase CDK family
O95382;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE11 family
O95747;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
O95819;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
O95835;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase NDR family
O96013;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
O96017;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase RAD53 family
P00519;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Abl family
P00533;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase EGFR family
P04049;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase RAF family
P04626;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase EGFR family
P04629;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Trk family
P05129;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase PKC family
P05771;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase PKC family
P06213;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase InsR family
P06239;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Src family
P06241;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Src family
P06493;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase CDK family
P07332;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Fer family
P07333;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase PDGFR family
P07947;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Src family
P07948;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Src family
P07949;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Ret family
P08069;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase InsR family
P08581;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Met family
P08631;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Src family
P08922;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Sev family
P09619;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase PDGFR family
P09769;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Src family
P0C1S8;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase WEE family
P0C264;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase NKF1 family
P10398;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase RAF family
P10721;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase PDGFR family
P11309;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase PIM family
P11362;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase FGFR family
P11802;Kinase;Protein Kinase;CMGC protein kinase group;NULL
P12931;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Src family
P14616;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase InsR family
P15056;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase RAF family
P15735;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase PHk family
P16234;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase PDGFR family
P16591;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Fer family
P17252;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase PKC family
P17612;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase PKA family
P17948;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase VEGFR family
P19525;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase PEK family
P19784;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase CK2 family
P20794;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase RCK family
P21127;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase CDK family
P21709;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Eph family
P21802;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase FGFR family
P21860;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase EGFR family
P22455;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase FGFR family
P22607;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase FGFR family
P22694;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase PKA family
P23443;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase RSK family
P23458;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase JakA family
P23458;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase JakB family
P24723;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase PKC family
P24941;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase CDK family
P25098;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase GRK family
P27037;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase STKR family
P27361;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase MAPK family
P27448;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK1 family
P28482;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase MAPK family
P29317;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Eph family
P29320;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Eph family
P29322;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Eph family
P29323;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Eph family
P29376;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Alk family
P29597;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase JakA family
P29597;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase JakB family
P30291;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase WEE family
P30530;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Axl family
P31152;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase MAPK family
P31749;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase AKT family
P31751;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase AKT family
P32298;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase GRK family
P33981;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase TTK family
P34947;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase GRK family
P35590;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Tie family
P35916;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase VEGFR family
P35968;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase VEGFR family
P36507;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE7 family
P36888;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase PDGFR family
P36894;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase STKR family
P36896;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase STKR family
P36897;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase STKR family
P37023;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase STKR family
P37173;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase STKR family
P41240;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Csk family
P41743;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase PKC family
P42679;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Csk family
P42680;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Tec family
P42681;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Tec family
P42684;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Abl family
P42685;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Src family
P43250;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase GRK family
P43403;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Syk family
P43405;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Syk family
P45983;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase MAPK family
P45984;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase MAPK family
P45985;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE7 family
P46734;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE7 family
P48729;Kinase;Protein Kinase;CK1 protein kinase group;CK1 protein kinase CK1 family
P48730;Kinase;Protein Kinase;CK1 protein kinase group;CK1 protein kinase CK1 family
P49137;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase MAPKAPK family
P49336;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase CDK family
P49674;Kinase;Protein Kinase;CK1 protein kinase group;CK1 protein kinase CK1 family
P49759;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase CLK family
P49760;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase CLK family
P49761;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase CLK family
P49840;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase GSK family
P49841;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase GSK family
P50613;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase CDK family
P50750;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase CDK family
P51451;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Src family
P51617;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase IRAK family
P51812;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase RSK family
P51812;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase RSKb family
P51813;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Tec family
P51817;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase PKA family
P51955;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase NEK family
P51956;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase NEK family
P51957;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase NEK family
P52333;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase JakA family
P52333;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase JakB family
P52564;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE7 family
P53350;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase PLK family
P53355;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase DAPK family
P53667;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase LISK family
P53671;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase LISK family
P53778;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase MAPK family
P53779;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase MAPK family
P54646;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK1 family
P54753;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Eph family
P54756;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Eph family
P54760;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Eph family
P54762;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Eph family
P54764;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Eph family
P57059;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK1 family
P57078;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase RIPK family
P68400;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase CK2 family
P78362;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase SRPK family
P78368;Kinase;Protein Kinase;CK1 protein kinase group;CK1 protein kinase CK1 family
P78527;Kinase;Protein Kinase;Atypical protein kinase group;Atypical protein kinase PIKK family
P80192;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase MLK family
Q00526;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase CDK family
Q00532;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase CDKL family
Q00534;Kinase;Protein Kinase;CMGC protein kinase group;NULL
Q00535;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase CDK family
Q00536;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase CDK family
Q00537;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase CDK family
Q02156;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase PKC family
Q02750;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE7 family
Q02763;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Tie family
Q02779;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase MLK family
Q04759;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase PKC family
Q04771;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase STKR family
Q04912;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Met family
Q05397;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Fak family
Q05513;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase PKC family
Q05655;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase PKC family
Q06187;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Tec family
Q06418;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Axl family
Q07002;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase CDK family
Q07912;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Ack family
Q08345;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase DDR family
Q08881;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Tec family
Q09013;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase DMPK family
Q12851;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
Q12866;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Axl family
Q13043;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
Q13131;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK1 family
Q13153;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
Q13163;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE7 family
Q13164;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase MAPK family
Q13177;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
Q13188;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
Q13233;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE11 family
Q13237;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase PKG family
Q13315;Kinase;Protein Kinase;Atypical protein kinase group;Atypical protein kinase PIKK family
Q13418;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase MLK family
Q13464;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase DMPK family
Q13470;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Ack family
Q13535;Kinase;Protein Kinase;Atypical protein kinase group;Atypical protein kinase PIKK family
Q13546;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase RIPK family
Q13554;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK2 family
Q13555;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK2 family
Q13557;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK2 family
Q13627;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase DYRK family
Q13705;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase STKR family
Q13873;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase STKR family
Q13882;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Src family
Q13976;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase PKG family
Q14012;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK1 family
Q14164;Kinase;Protein Kinase;Other protein kinase group;NULL
Q14289;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Fak family
Q14680;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK1 family
Q15118;Kinase;Protein Kinase;Atypical protein kinase group;Atypical protein kinase PDHK subfamily
Q15139;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase PKD family
Q15208;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase NDR family
Q15303;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase EGFR family
Q15349;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase RSK family
Q15349;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase RSKb family
Q15375;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Eph family
Q15418;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase RSK family
Q15418;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase RSKb family
Q15569;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase LISK family
Q15746;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase MLCK family
Q15759;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase MAPK family
Q15831;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK1 family
Q15835;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase GRK family
Q16288;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Trk family
Q16512;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase PKN family
Q16513;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase PKN family
Q16539;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase MAPK family
Q16566;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK1 family
Q16584;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase MLK family
Q16620;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Trk family
Q16644;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase MAPKAPK family
Q16659;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase MAPK family
Q16816;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase PHk family
Q16832;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase DDR family
Q2M2I8;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase NAK family
Q32MK0;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase MLCK family
Q52WX2;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase NKF1 family
Q56UN5;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE11 family
Q59H18;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase MLK family
Q5S007;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase LRRK family
Q5VT25;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase DMPK family
Q6DT37;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase DMPK family
Q6P3R8;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase NEK family
Q6PHR2;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase ULK family
Q6ZN16;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE11 family
Q7KZI7;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK1 family
Q7L7X3;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
Q86UE8;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase TLK family
Q86UX6;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase YANK family
Q86V86;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase PIM family
Q86YV6;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase MLCK family
Q86Z02;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase DYRK family
Q8IU85;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK1 family
Q8IVH8;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
Q8IVW4;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase CDKL family
Q8IW41;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase MAPKAPK family
Q8IWQ3;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK1 family
Q8IY84;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK1 family
Q8IYT8;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase ULK family
Q8N4C8;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
Q8N568;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase DCAMK1 family
Q8N5S9;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase CAMKK family
Q8N752;Kinase;Protein Kinase;CK1 protein kinase group;CK1 protein kinase CK1 family
Q8NE63;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase DYRK family
Q8NEV4;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
Q8NFD2;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase RIPK family
Q8NG66;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase NEK family
Q8TD08;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase MAPK family
Q8TD19;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase NEK family
Q8TDC3;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK1 family
Q8TDR2;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase NKF4 family
Q8TDX7;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase NEK family
Q8TF76;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase Haspin family
Q8WTQ7;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase GRK family
Q8WU08;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase YANK family
Q8WXR4;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
Q92630;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase DYRK family
Q92772;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase CDKL family
Q92918;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
Q96BR1;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase SGK family
Q96D53;Kinase;Protein Kinase;Atypical protein kinase group;Atypical protein kinase ABC1 family
Q96GD4;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase AUR family
Q96KB5;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase TOPK family
Q96L34;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK1 family
Q96NX5;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK1 family
Q96PF2;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase TSSK family
Q96PY6;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase NEK family
Q96Q40;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase CDK family
Q96RG2;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK1 family
Q96RR4;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase CAMKK family
Q96SB4;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase SRPK family
Q99640;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase WEE family
Q99683;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE11 family
Q99759;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE11 family
Q9BQI3;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase PEK family
Q9BRS2;Kinase;Protein Kinase;Atypical protein kinase group;Atypical protein kinase RIO family
Q9BUB5;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase MAPKAPK family
Q9BVS4;Kinase;Protein Kinase;Atypical protein kinase group;Atypical protein kinase RIO family
Q9BWU1;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase CDK family
Q9BXA7;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase TSSK family
Q9BYT3;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase unique family
Q9BZL6;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase PKD family
Q9C098;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase DCAMK1 family
Q9H093;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK1 family
Q9H0K1;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK1 family
Q9H1R3;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase MLCK family
Q9H2G2;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
Q9H2K8;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
Q9H2X6;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase DYRK family
Q9H3Y6;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Src family
Q9H422;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase DYRK family
Q9H4B4;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase PLK family
Q9HAZ1;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase CLK family
Q9HBH9;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase MAPKAPK family
Q9HBY8;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase SGK family
Q9HC98;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase NEK family
Q9HCP0;Kinase;Protein Kinase;CK1 protein kinase group;CK1 protein kinase CK1 family
Q9NQU5;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
